time,home_team,home_score,away_team,away_score,season_start_year,season_end_year,year,country,weekday,month,day,hour,minute
2023-08-12 03:00:00,Burnley,0,Manchester City,3,2023,2024,2023,ENG,5,8,12,3,0
2023-08-12 19:30:00,Arsenal,2,Nottingham,1,2023,2024,2023,ENG,5,8,12,19,30
2023-08-12 22:00:00,Bournemouth,1,West Ham,1,2023,2024,2023,ENG,5,8,12,22,0
2023-08-12 22:00:00,Sheffield Utd,0,Crystal Palace,1,2023,2024,2023,ENG,5,8,12,22,0
2023-08-12 22:00:00,Brighton,4,Luton,1,2023,2024,2023,ENG,5,8,12,22,0
2023-08-12 22:00:00,Everton,0,Fulham,1,2023,2024,2023,ENG,5,8,12,22,0
2023-08-13 00:30:00,Newcastle,5,Aston Villa,1,2023,2024,2023,ENG,6,8,13,0,30
2023-08-13 21:00:00,Brentford,2,Tottenham,2,2023,2024,2023,ENG,6,8,13,21,0
2023-08-13 23:30:00,Chelsea,1,Liverpool,1,2023,2024,2023,ENG,6,8,13,23,30
2023-08-15 03:00:00,Manchester Utd,1,Wolves,0,2023,2024,2023,ENG,1,8,15,3,0
2023-08-19 02:45:00,Nottingham,2,Sheffield Utd,1,2023,2024,2023,ENG,5,8,19,2,45
2023-08-19 22:00:00,Liverpool,3,Bournemouth,1,2023,2024,2023,ENG,5,8,19,22,0
2023-08-19 22:00:00,Fulham,0,Brentford,3,2023,2024,2023,ENG,5,8,19,22,0
2023-08-19 22:00:00,Wolves,1,Brighton,4,2023,2024,2023,ENG,5,8,19,22,0
2023-08-20 00:30:00,Tottenham,2,Manchester Utd,0,2023,2024,2023,ENG,6,8,20,0,30
2023-08-20 03:00:00,Manchester City,1,Newcastle,0,2023,2024,2023,ENG,6,8,20,3,0
2023-08-20 21:00:00,Aston Villa,4,Everton,0,2023,2024,2023,ENG,6,8,20,21,0
2023-08-20 23:30:00,West Ham,3,Chelsea,1,2023,2024,2023,ENG,6,8,20,23,30
2023-08-22 03:00:00,Crystal Palace,0,Arsenal,1,2023,2024,2023,ENG,1,8,22,3,0
2023-08-26 03:00:00,Chelsea,3,Luton,0,2023,2024,2023,ENG,5,8,26,3,0
2023-08-26 19:30:00,Bournemouth,0,Tottenham,2,2023,2024,2023,ENG,5,8,26,19,30
2023-08-26 22:00:00,Arsenal,2,Fulham,2,2023,2024,2023,ENG,5,8,26,22,0
2023-08-26 22:00:00,Manchester Utd,3,Nottingham,2,2023,2024,2023,ENG,5,8,26,22,0
2023-08-26 22:00:00,Everton,0,Wolves,1,2023,2024,2023,ENG,5,8,26,22,0
2023-08-26 22:00:00,Brentford,1,Crystal Palace,1,2023,2024,2023,ENG,5,8,26,22,0
2023-08-27 00:30:00,Brighton,1,West Ham,3,2023,2024,2023,ENG,6,8,27,0,30
2023-08-27 21:00:00,Sheffield Utd,1,Manchester City,2,2023,2024,2023,ENG,6,8,27,21,0
2023-08-27 21:00:00,Burnley,1,Aston Villa,3,2023,2024,2023,ENG,6,8,27,21,0
2023-08-27 23:30:00,Newcastle,1,Liverpool,2,2023,2024,2023,ENG,6,8,27,23,30
2023-09-02 03:00:00,Luton,1,West Ham,2,2023,2024,2023,ENG,5,9,2,3,0
2023-09-02 19:30:00,Sheffield Utd,2,Everton,2,2023,2024,2023,ENG,5,9,2,19,30
2023-09-02 22:00:00,Manchester City,5,Fulham,1,2023,2024,2023,ENG,5,9,2,22,0
2023-09-02 22:00:00,Chelsea,0,Nottingham,1,2023,2024,2023,ENG,5,9,2,22,0
2023-09-02 22:00:00,Burnley,2,Tottenham,5,2023,2024,2023,ENG,5,9,2,22,0
2023-09-02 22:00:00,Brentford,2,Bournemouth,2,2023,2024,2023,ENG,5,9,2,22,0
2023-09-03 00:30:00,Brighton,3,Newcastle,1,2023,2024,2023,ENG,6,9,3,0,30
2023-09-03 21:00:00,Crystal Palace,3,Wolves,2,2023,2024,2023,ENG,6,9,3,21,0
2023-09-03 21:00:00,Liverpool,3,Aston Villa,0,2023,2024,2023,ENG,6,9,3,21,0
2023-09-03 23:30:00,Arsenal,3,Manchester Utd,1,2023,2024,2023,ENG,6,9,3,23,30
2023-09-16 19:30:00,Wolves,1,Liverpool,3,2023,2024,2023,ENG,5,9,16,19,30
2023-09-16 22:00:00,Manchester Utd,1,Brighton,3,2023,2024,2023,ENG,5,9,16,22,0
2023-09-16 22:00:00,Fulham,1,Luton,0,2023,2024,2023,ENG,5,9,16,22,0
2023-09-16 22:00:00,Aston Villa,3,Crystal Palace,1,2023,2024,2023,ENG,5,9,16,22,0
2023-09-16 22:00:00,West Ham,1,Manchester City,3,2023,2024,2023,ENG,5,9,16,22,0
2023-09-16 22:00:00,Tottenham,2,Sheffield Utd,1,2023,2024,2023,ENG,5,9,16,22,0
2023-09-17 00:30:00,Newcastle,1,Brentford,0,2023,2024,2023,ENG,6,9,17,0,30
2023-09-17 21:00:00,Bournemouth,0,Chelsea,0,2023,2024,2023,ENG,6,9,17,21,0
2023-09-17 23:30:00,Everton,0,Arsenal,1,2023,2024,2023,ENG,6,9,17,23,30
2023-09-19 02:45:00,Nottingham,1,Burnley,1,2023,2024,2023,ENG,1,9,19,2,45
2023-09-23 22:00:00,Manchester City,2,Nottingham,0,2023,2024,2023,ENG,5,9,23,22,0
2023-09-23 22:00:00,Luton,1,Wolves,1,2023,2024,2023,ENG,5,9,23,22,0
2023-09-23 22:00:00,Crystal Palace,0,Fulham,0,2023,2024,2023,ENG,5,9,23,22,0
2023-09-24 00:30:00,Brentford,1,Everton,3,2023,2024,2023,ENG,6,9,24,0,30
2023-09-24 03:00:00,Burnley,0,Manchester Utd,1,2023,2024,2023,ENG,6,9,24,3,0
2023-09-24 21:00:00,Arsenal,2,Tottenham,2,2023,2024,2023,ENG,6,9,24,21,0
2023-09-24 21:00:00,Chelsea,0,Aston Villa,1,2023,2024,2023,ENG,6,9,24,21,0
2023-09-24 21:00:00,Brighton,3,Bournemouth,1,2023,2024,2023,ENG,6,9,24,21,0
2023-09-24 21:00:00,Liverpool,3,West Ham,1,2023,2024,2023,ENG,6,9,24,21,0
2023-09-24 23:30:00,Sheffield Utd,0,Newcastle,8,2023,2024,2023,ENG,6,9,24,23,30
2023-09-30 19:30:00,Aston Villa,6,Brighton,1,2023,2024,2023,ENG,5,9,30,19,30
2023-09-30 22:00:00,Wolves,2,Manchester City,1,2023,2024,2023,ENG,5,9,30,22,0
2023-09-30 22:00:00,West Ham,2,Sheffield Utd,0,2023,2024,2023,ENG,5,9,30,22,0
2023-09-30 22:00:00,Newcastle,2,Burnley,0,2023,2024,2023,ENG,5,9,30,22,0
2023-09-30 22:00:00,Manchester Utd,0,Crystal Palace,1,2023,2024,2023,ENG,5,9,30,22,0
2023-09-30 22:00:00,Everton,1,Luton,2,2023,2024,2023,ENG,5,9,30,22,0
2023-09-30 22:00:00,Bournemouth,0,Arsenal,4,2023,2024,2023,ENG,5,9,30,22,0
2023-10-01 00:30:00,Tottenham,2,Liverpool,1,2023,2024,2023,ENG,6,10,1,0,30
2023-10-01 21:00:00,Nottingham,1,Brentford,1,2023,2024,2023,ENG,6,10,1,21,0
2023-10-03 03:00:00,Fulham,0,Chelsea,2,2023,2024,2023,ENG,1,10,3,3,0
2023-10-04 02:30:00,Luton,1,Burnley,2,2023,2024,2023,ENG,2,10,4,2,30
2023-10-07 19:30:00,Luton,0,Tottenham,1,2023,2024,2023,ENG,5,10,7,19,30
2023-10-07 22:00:00,Burnley,1,Chelsea,4,2023,2024,2023,ENG,5,10,7,22,0
2023-10-07 22:00:00,Manchester Utd,2,Brentford,1,2023,2024,2023,ENG,5,10,7,22,0
2023-10-07 22:00:00,Everton,3,Bournemouth,0,2023,2024,2023,ENG,5,10,7,22,0
2023-10-07 22:00:00,Fulham,3,Sheffield Utd,1,2023,2024,2023,ENG,5,10,7,22,0
2023-10-08 00:30:00,Crystal Palace,0,Nottingham,0,2023,2024,2023,ENG,6,10,8,0,30
2023-10-08 21:00:00,Brighton,2,Liverpool,2,2023,2024,2023,ENG,6,10,8,21,0
2023-10-08 21:00:00,Wolves,1,Aston Villa,1,2023,2024,2023,ENG,6,10,8,21,0
2023-10-08 21:00:00,West Ham,2,Newcastle,2,2023,2024,2023,ENG,6,10,8,21,0
2023-10-08 23:30:00,Arsenal,1,Manchester City,0,2023,2024,2023,ENG,6,10,8,23,30
2023-10-21 19:30:00,Liverpool,2,Everton,0,2023,2024,2023,ENG,5,10,21,19,30
2023-10-21 22:00:00,Nottingham,2,Luton,2,2023,2024,2023,ENG,5,10,21,22,0
2023-10-21 22:00:00,Newcastle,4,Crystal Palace,0,2023,2024,2023,ENG,5,10,21,22,0
2023-10-21 22:00:00,Manchester City,2,Brighton,1,2023,2024,2023,ENG,5,10,21,22,0
2023-10-21 22:00:00,Brentford,3,Burnley,0,2023,2024,2023,ENG,5,10,21,22,0
2023-10-21 22:00:00,Bournemouth,1,Wolves,2,2023,2024,2023,ENG,5,10,21,22,0
2023-10-22 00:30:00,Chelsea,2,Arsenal,2,2023,2024,2023,ENG,6,10,22,0,30
2023-10-22 03:00:00,Sheffield Utd,1,Manchester Utd,2,2023,2024,2023,ENG,6,10,22,3,0
2023-10-22 23:30:00,Aston Villa,4,West Ham,1,2023,2024,2023,ENG,6,10,22,23,30
2023-10-24 03:00:00,Tottenham,2,Fulham,0,2023,2024,2023,ENG,1,10,24,3,0
2023-10-28 03:00:00,Crystal Palace,1,Tottenham,2,2023,2024,2023,ENG,5,10,28,3,0
2023-10-28 19:30:00,Chelsea,0,Brentford,2,2023,2024,2023,ENG,5,10,28,19,30
2023-10-28 22:00:00,Bournemouth,2,Burnley,1,2023,2024,2023,ENG,5,10,28,22,0
2023-10-28 22:00:00,Arsenal,5,Sheffield Utd,0,2023,2024,2023,ENG,5,10,28,22,0
2023-10-29 00:30:00,Wolves,2,Newcastle,2,2023,2024,2023,ENG,6,10,29,0,30
2023-10-29 21:00:00,West Ham,0,Everton,1,2023,2024,2023,ENG,6,10,29,21,0
2023-10-29 22:00:00,Liverpool,3,Nottingham,0,2023,2024,2023,ENG,6,10,29,22,0
2023-10-29 22:00:00,Brighton,1,Fulham,1,2023,2024,2023,ENG,6,10,29,22,0
2023-10-29 22:00:00,Aston Villa,3,Luton,1,2023,2024,2023,ENG,6,10,29,22,0
2023-10-29 23:30:00,Manchester Utd,0,Manchester City,3,2023,2024,2023,ENG,6,10,29,23,30
2023-11-04 20:30:00,Fulham,0,Manchester Utd,1,2023,2024,2023,ENG,5,11,4,20,30
2023-11-04 23:00:00,Brentford,3,West Ham,2,2023,2024,2023,ENG,5,11,4,23,0
